stat_id;date;value;method;
BALANCE_2600053340;06.09.2018;51247500.0;None;
BALANCE_2600053340;07.09.2018;50942500.0;None;
BALANCE_2600053340;08.09.2018;50942500.0;None;
BALANCE_2600053340;09.09.2018;50942500.0;None;
BALANCE_2600053340;10.09.2018;50632500.0;None;
BALANCE_2600053340;11.09.2018;50632500.0;None;
BALANCE_2600053340;12.09.2018;49672500.0;None;
BALANCE_2600053340;13.09.2018;49342500.0;None;
BALANCE_2600053340;14.09.2018;49308400.0;None;
BALANCE_2600053340;15.09.2018;49308400.0;None;
BALANCE_2600053340;16.09.2018;48988400.0;None;
BALANCE_2600053340;17.09.2018;48988400.0;None;
BALANCE_2600053340;18.09.2018;48688400.0;None;
BALANCE_2600053340;19.09.2018;48688400.0;None;
BALANCE_2600053340;20.09.2018;48887900.0;None;
BALANCE_2600053340;21.09.2018;48887900.0;None;
BALANCE_2600053340;22.09.2018;48887900.0;None;
BALANCE_2600053340;23.09.2018;48887900.0;None;
BALANCE_2600053340;24.09.2018;48287900.0;None;
BALANCE_2600053340;25.09.2018;48287900.0;None;
BALANCE_2600053340;26.09.2018;48277900.0;None;
BALANCE_2600053340;27.09.2018;47809900.0;None;
BALANCE_2600053340;28.09.2018;47789900.0;None;
BALANCE_2600053340;29.09.2018;47698900.0;None;
BALANCE_2600053340;30.09.2018;47698900.0;None;
BALANCE_2600053340;01.10.2018;47998900.0;None;
BALANCE_2600053340;02.10.2018;47998900.0;None;
BALANCE_2600053340;03.10.2018;47591900.0;None;
BALANCE_2600053340;04.10.2018;47091900.0;None;
BALANCE_2600053340;05.10.2018;55318400.0;None;
BALANCE_2600053340;06.10.2018;55318400.0;None;
BALANCE_2600053340;07.10.2018;55318400.0;None;
BALANCE_2600053340;08.10.2018;54818400.0;None;
BALANCE_2600053340;09.10.2018;54518400.0;None;
BALANCE_2600053340;10.10.2018;53568400.0;None;
BALANCE_2600053340;11.10.2018;53266800.0;None;
BALANCE_2600053340;12.10.2018;53156800.0;None;
BALANCE_2600053340;13.10.2018;53156800.0;None;
BALANCE_2600053340;14.10.2018;52856800.0;None;
BALANCE_2600053340;15.10.2018;52556800.0;None;
BALANCE_2600053340;16.10.2018;52506800.0;None;
BALANCE_2600053340;17.10.2018;51806800.0;None;
BALANCE_2600053340;18.10.2018;51806800.0;None;
BALANCE_2600053340;19.10.2018;51456800.0;None;
BALANCE_2600053340;20.10.2018;51456800.0;None;
BALANCE_2600053340;21.10.2018;51456800.0;None;
BALANCE_2600053340;22.10.2018;51439700.0;None;
BALANCE_2600053340;23.10.2018;51385300.0;None;
BALANCE_2600053340;24.10.2018;51234000.0;None;
BALANCE_2600053340;25.10.2018;51207200.0;None;
BALANCE_2600053340;26.10.2018;51207200.0;None;
BALANCE_2600053340;27.10.2018;51207200.0;None;
BALANCE_2600053340;28.10.2018;51207200.0;None;
BALANCE_2600053340;29.10.2018;50907200.0;None;
BALANCE_2600053340;30.10.2018;49602200.0;None;
BALANCE_2600053340;31.10.2018;49302200.0;None;
BALANCE_2600053340;01.11.2018;49002200.0;None;
BALANCE_2600053340;02.11.2018;48702200.0;None;
BALANCE_2600053340;03.11.2018;48702200.0;None;
BALANCE_2600053340;04.11.2018;48602200.0;None;
BALANCE_2600053340;05.11.2018;48602200.0;None;
BALANCE_2600053340;06.11.2018;48152200.0;None;
BALANCE_2600053340;07.11.2018;47352200.0;None;
BALANCE_2600053340;08.11.2018;47110200.0;None;
BALANCE_2600053340;09.11.2018;47172700.0;None;
BALANCE_2600053340;10.11.2018;47169700.0;None;
BALANCE_2600053340;11.11.2018;47169700.0;None;
BALANCE_2600053340;12.11.2018;46669700.0;None;
BALANCE_2600053340;13.11.2018;46469700.0;None;
BALANCE_2600053340;14.11.2018;46469700.0;None;
BALANCE_2600053340;15.11.2018;46169700.0;None;
BALANCE_2600053340;16.11.2018;46169700.0;None;
BALANCE_2600053340;17.11.2018;46169700.0;None;
BALANCE_2600053340;18.11.2018;46169700.0;None;
BALANCE_2600053340;19.11.2018;46169700.0;None;
BALANCE_2600053340;20.11.2018;45869700.0;None;
BALANCE_2600053340;21.11.2018;54669700.0;None;
BALANCE_2600053340;22.11.2018;54369700.0;None;
BALANCE_2600053340;23.11.2018;54369700.0;None;
BALANCE_2600053340;24.11.2018;54369700.0;None;
BALANCE_2600053340;25.11.2018;54369700.0;None;
BALANCE_2600053340;26.11.2018;54369700.0;None;
BALANCE_2600053340;27.11.2018;54369700.0;None;
BALANCE_2600053340;28.11.2018;54369700.0;None;
BALANCE_2600053340;29.11.2018;54369700.0;None;
BALANCE_2600053340;30.11.2018;54369700.0;None;
BALANCE_2600053340;01.12.2018;54369700.0;None;
BALANCE_2600053340;02.12.2018;54369700.0;None;
BALANCE_2600053340;07.12.2018;52564700.0;None;
BALANCE_2600053340;08.12.2018;52564700.0;None;
BALANCE_2600053340;09.12.2018;52564700.0;None;
BALANCE_2600053340;10.12.2018;52564700.0;None;
BALANCE_2600053340;11.12.2018;52564700.0;None;
BALANCE_2600053340;12.12.2018;52264700.0;None;
BALANCE_2600053340;13.12.2018;52264700.0;None;
BALANCE_2600053340;14.12.2018;52264700.0;None;
BALANCE_2600053340;15.12.2018;52264700.0;None;
