stat_id;date;value;
BALANCE_2601172798;06.09.2018;55152.0;
BALANCE_2601172798;07.09.2018;60152.0;
BALANCE_2601172798;08.09.2018;60152.0;
BALANCE_2601172798;09.09.2018;60152.0;
BALANCE_2601172798;10.09.2018;60152.0;
BALANCE_2601172798;11.09.2018;60152.0;
BALANCE_2601172798;12.09.2018;56152.0;
BALANCE_2601172798;13.09.2018;56152.0;
BALANCE_2601172798;14.09.2018;46152.0;
BALANCE_2601172798;15.09.2018;46152.0;
BALANCE_2601172798;16.09.2018;46152.0;
BALANCE_2601172798;17.09.2018;46152.0;
BALANCE_2601172798;18.09.2018;46152.0;
BALANCE_2601172798;19.09.2018;46152.0;
BALANCE_2601172798;20.09.2018;44297.0;
BALANCE_2601172798;21.09.2018;44297.0;
BALANCE_2601172798;22.09.2018;44297.0;
BALANCE_2601172798;23.09.2018;44297.0;
BALANCE_2601172798;24.09.2018;44297.0;
BALANCE_2601172798;25.09.2018;32965.0;
BALANCE_2601172798;26.09.2018;32965.0;
BALANCE_2601172798;27.09.2018;50303.0;
BALANCE_2601172798;28.09.2018;50303.0;
BALANCE_2601172798;29.09.2018;70303.0;
BALANCE_2601172798;30.09.2018;67758.0;
BALANCE_2601172798;01.10.2018;67758.0;
BALANCE_2601172798;02.10.2018;67758.0;
BALANCE_2601172798;03.10.2018;67758.0;
BALANCE_2601172798;04.10.2018;67758.0;
BALANCE_2601172798;05.10.2018;67758.0;
BALANCE_2601172798;06.10.2018;67758.0;
BALANCE_2601172798;07.10.2018;67758.0;
BALANCE_2601172798;08.10.2018;66912.0;
BALANCE_2601172798;09.10.2018;66912.0;
BALANCE_2601172798;10.10.2018;66912.0;
BALANCE_2601172798;11.10.2018;66912.0;
BALANCE_2601172798;12.10.2018;66912.0;
BALANCE_2601172798;13.10.2018;66912.0;
BALANCE_2601172798;14.10.2018;66912.0;
BALANCE_2601172798;15.10.2018;66912.0;
BALANCE_2601172798;16.10.2018;66912.0;
BALANCE_2601172798;17.10.2018;66912.0;
BALANCE_2601172798;18.10.2018;66912.0;
BALANCE_2601172798;19.10.2018;66912.0;
BALANCE_2601172798;20.10.2018;66912.0;
BALANCE_2601172798;21.10.2018;66912.0;
BALANCE_2601172798;22.10.2018;66912.0;
BALANCE_2601172798;23.10.2018;66912.0;
BALANCE_2601172798;24.10.2018;66912.0;
BALANCE_2601172798;25.10.2018;66912.0;
BALANCE_2601172798;26.10.2018;66912.0;
BALANCE_2601172798;27.10.2018;66912.0;
BALANCE_2601172798;28.10.2018;66912.0;
BALANCE_2601172798;29.10.2018;66912.0;
BALANCE_2601172798;30.10.2018;66912.0;
BALANCE_2601172798;31.10.2018;66912.0;
BALANCE_2601172798;01.11.2018;66912.0;
BALANCE_2601172798;02.11.2018;66912.0;
BALANCE_2601172798;03.11.2018;66912.0;
BALANCE_2601172798;04.11.2018;66912.0;
BALANCE_2601172798;05.11.2018;66912.0;
BALANCE_2601172798;06.11.2018;66912.0;
BALANCE_2601172798;07.11.2018;32472.0;
BALANCE_2601172798;08.11.2018;32472.0;
BALANCE_2601172798;09.11.2018;32472.0;
BALANCE_2601172798;10.11.2018;32472.0;
BALANCE_2601172798;11.11.2018;32472.0;
BALANCE_2601172798;12.11.2018;32472.0;
BALANCE_2601172798;13.11.2018;32472.0;
BALANCE_2601172798;14.11.2018;32472.0;
BALANCE_2601172798;15.11.2018;11508.0;
BALANCE_2601172798;16.11.2018;11508.0;
BALANCE_2601172798;17.11.2018;11508.0;
BALANCE_2601172798;18.11.2018;11508.0;
BALANCE_2601172798;19.11.2018;11508.0;
BALANCE_2601172798;20.11.2018;4744.0;
BALANCE_2601172798;21.11.2018;4744.0;
BALANCE_2601172798;22.11.2018;4744.0;
BALANCE_2601172798;23.11.2018;4744.0;
BALANCE_2601172798;24.11.2018;4744.0;
BALANCE_2601172798;25.11.2018;4744.0;
